,approach,model_label,classifier,preprocessing,undersampling,anomaly,metric,1,import_order
744,BoW Unsupervised feature selection,naive bayes_tfidfvectorizer_vocab_size:1000_PP,naive bayes,1,0,Anomaly_ATC Issue,precision,0.009536451357999076,728
792,BoW Unsupervised feature selection,naive bayes_tfidfvectorizer_vocab_size:3000_PP,naive bayes,1,0,Anomaly_ATC Issue,precision,-0.002603495145631074,784
76,BoW Unsupervised feature selection,DecisionTreeClassifier/PP/Std sampling/exclude_numbers; min_df = 12,DecisionTreeClassifier,1,0,Anomaly_Deviation - Altitude,precision,-0.010729513784503597,56
132,BoW Unsupervised feature selection,Decision Tree/PP/Under sampling/exclude_numerics;min_df = 12,Decision Tree,1,1,Anomaly_Deviation - Altitude,precision,-0.23537967175435887,112
188,BoW Unsupervised feature selection,DecisionTreeClassifier/PP/Std sampling/exclude_numbers; min_df = 100,DecisionTreeClassifier,1,0,Anomaly_Deviation - Altitude,precision,-0.020253603497272565,168
244,BoW Unsupervised feature selection,DecisionTreeClassifier/PP/Std sampling/exclude_numbers; min_df = 1600,DecisionTreeClassifier,1,0,Anomaly_Deviation - Altitude,precision,-0.05267411774228914,224
300,BoW Unsupervised feature selection,RandomForestClassifier/PP/Std sampling/exclude_numbers; min_df = 12,RandomForestClassifier,1,0,Anomaly_Deviation - Altitude,precision,0.3267814369339943,280
356,BoW Unsupervised feature selection,Random Forest/PP/Under sampling/exclude_numerics;min_df = 12,Random Forest,1,1,Anomaly_Deviation - Altitude,precision,-0.2002885304433279,336
412,BoW Unsupervised feature selection,RandomForestClassifier/PP/Std sampling/exclude_numbers; min_df = 100,RandomForestClassifier,1,0,Anomaly_Deviation - Altitude,precision,0.32011260154037036,392
468,BoW Unsupervised feature selection,RandomForestClassifier/PP/Std sampling/exclude_numbers; min_df = 1600,RandomForestClassifier,1,0,Anomaly_Deviation - Altitude,precision,0.3040741091586542,448
524,BoW Unsupervised feature selection,naive bayes_countvectorizer_vocab_size:500_PP,naive bayes,1,0,Anomaly_Deviation - Altitude,precision,-0.22526828243673258,504
580,BoW Unsupervised feature selection,naive bayes_countvectorizer_vocab_size:1000_PP,naive bayes,1,0,Anomaly_Deviation - Altitude,precision,-0.22710200742132258,560
636,BoW Unsupervised feature selection,naive bayes_countvectorizer_vocab_size:3000_PP,naive bayes,1,0,Anomaly_Deviation - Altitude,precision,-0.23264876677945384,616
692,BoW Unsupervised feature selection,naive bayes_tfidfvectorizer_vocab_size:500_PP,naive bayes,1,0,Anomaly_Deviation - Altitude,precision,0.17653246162827974,672
748,BoW Unsupervised feature selection,naive bayes_tfidfvectorizer_vocab_size:1000_PP,naive bayes,1,0,Anomaly_Deviation - Altitude,precision,0.11780076977658083,728
804,BoW Unsupervised feature selection,naive bayes_tfidfvectorizer_vocab_size:3000_PP,naive bayes,1,0,Anomaly_Deviation - Altitude,precision,0.09455717455587598,784
84,BoW Unsupervised feature selection,DecisionTreeClassifier/PP/Std sampling/exclude_numbers; min_df = 12,DecisionTreeClassifier,1,0,Anomaly_Deviation - Track / Heading,precision,0.013560428827366966,56
136,BoW Unsupervised feature selection,Decision Tree/PP/Under sampling/exclude_numerics;min_df = 12,Decision Tree,1,1,Anomaly_Deviation - Track / Heading,precision,-0.2770103772741851,112
196,BoW Unsupervised feature selection,DecisionTreeClassifier/PP/Std sampling/exclude_numbers; min_df = 100,DecisionTreeClassifier,1,0,Anomaly_Deviation - Track / Heading,precision,-0.020074328528804197,168
248,BoW Unsupervised feature selection,DecisionTreeClassifier/PP/Std sampling/exclude_numbers; min_df = 1600,DecisionTreeClassifier,1,0,Anomaly_Deviation - Track / Heading,precision,-0.037852456356510134,224
308,BoW Unsupervised feature selection,RandomForestClassifier/PP/Std sampling/exclude_numbers; min_df = 12,RandomForestClassifier,1,0,Anomaly_Deviation - Track / Heading,precision,0.3521724885326881,280
360,BoW Unsupervised feature selection,Random Forest/PP/Under sampling/exclude_numerics;min_df = 12,Random Forest,1,1,Anomaly_Deviation - Track / Heading,precision,-0.2164399533822285,336
420,BoW Unsupervised feature selection,RandomForestClassifier/PP/Std sampling/exclude_numbers; min_df = 100,RandomForestClassifier,1,0,Anomaly_Deviation - Track / Heading,precision,0.3538423872614104,392
476,BoW Unsupervised feature selection,RandomForestClassifier/PP/Std sampling/exclude_numbers; min_df = 1600,RandomForestClassifier,1,0,Anomaly_Deviation - Track / Heading,precision,0.36186061575207984,448
528,BoW Unsupervised feature selection,naive bayes_countvectorizer_vocab_size:500_PP,naive bayes,1,0,Anomaly_Deviation - Track / Heading,precision,-0.2518746532382388,504
584,BoW Unsupervised feature selection,naive bayes_countvectorizer_vocab_size:1000_PP,naive bayes,1,0,Anomaly_Deviation - Track / Heading,precision,-0.26734343166246033,560
640,BoW Unsupervised feature selection,naive bayes_countvectorizer_vocab_size:3000_PP,naive bayes,1,0,Anomaly_Deviation - Track / Heading,precision,-0.2715682445096454,616
696,BoW Unsupervised feature selection,naive bayes_tfidfvectorizer_vocab_size:500_PP,naive bayes,1,0,Anomaly_Deviation - Track / Heading,precision,0.29084241494153884,672
752,BoW Unsupervised feature selection,naive bayes_tfidfvectorizer_vocab_size:1000_PP,naive bayes,1,0,Anomaly_Deviation - Track / Heading,precision,0.22080301284272563,728
812,BoW Unsupervised feature selection,naive bayes_tfidfvectorizer_vocab_size:3000_PP,naive bayes,1,0,Anomaly_Deviation - Track / Heading,precision,0.20137298877834453,784
100,BoW Unsupervised feature selection,DecisionTreeClassifier/PP/Std sampling/exclude_numbers; min_df = 12,DecisionTreeClassifier,1,0,Anomaly_Ground Event / Encounter,precision,-0.02515747099218557,56
140,BoW Unsupervised feature selection,Decision Tree/PP/Under sampling/exclude_numerics;min_df = 12,Decision Tree,1,1,Anomaly_Ground Event / Encounter,precision,-0.31807387147087407,112
212,BoW Unsupervised feature selection,DecisionTreeClassifier/PP/Std sampling/exclude_numbers; min_df = 100,DecisionTreeClassifier,1,0,Anomaly_Ground Event / Encounter,precision,-0.012439024390243913,168
252,BoW Unsupervised feature selection,DecisionTreeClassifier/PP/Std sampling/exclude_numbers; min_df = 1600,DecisionTreeClassifier,1,0,Anomaly_Ground Event / Encounter,precision,-0.1023008551329036,224
324,BoW Unsupervised feature selection,RandomForestClassifier/PP/Std sampling/exclude_numbers; min_df = 12,RandomForestClassifier,1,0,Anomaly_Ground Event / Encounter,precision,0.22311653116531172,280
364,BoW Unsupervised feature selection,Random Forest/PP/Under sampling/exclude_numerics;min_df = 12,Random Forest,1,1,Anomaly_Ground Event / Encounter,precision,-0.2455224014222313,336
436,BoW Unsupervised feature selection,RandomForestClassifier/PP/Std sampling/exclude_numbers; min_df = 100,RandomForestClassifier,1,0,Anomaly_Ground Event / Encounter,precision,0.20168008230950796,392
492,BoW Unsupervised feature selection,RandomForestClassifier/PP/Std sampling/exclude_numbers; min_df = 1600,RandomForestClassifier,1,0,Anomaly_Ground Event / Encounter,precision,0.20126884077829543,448
532,BoW Unsupervised feature selection,naive bayes_countvectorizer_vocab_size:500_PP,naive bayes,1,0,Anomaly_Ground Event / Encounter,precision,-0.2961182696732627,504
588,BoW Unsupervised feature selection,naive bayes_countvectorizer_vocab_size:1000_PP,naive bayes,1,0,Anomaly_Ground Event / Encounter,precision,-0.28045643251403496,560
644,BoW Unsupervised feature selection,naive bayes_countvectorizer_vocab_size:3000_PP,naive bayes,1,0,Anomaly_Ground Event / Encounter,precision,-0.25648070177640286,616
700,BoW Unsupervised feature selection,naive bayes_tfidfvectorizer_vocab_size:500_PP,naive bayes,1,0,Anomaly_Ground Event / Encounter,precision,0.1254647556784847,672
756,BoW Unsupervised feature selection,naive bayes_tfidfvectorizer_vocab_size:1000_PP,naive bayes,1,0,Anomaly_Ground Event / Encounter,precision,0.14248006946088887,728
828,BoW Unsupervised feature selection,naive bayes_tfidfvectorizer_vocab_size:3000_PP,naive bayes,1,0,Anomaly_Ground Event / Encounter,precision,0.12063626723223753,784
68,BoW Unsupervised feature selection,DecisionTreeClassifier/PP/Std sampling/exclude_numbers; min_df = 12,DecisionTreeClassifier,1,0,Anomaly_Flight Deck / Cabin / Aircraft Event,precision,-0.0027644231667480756,56
144,BoW Unsupervised feature selection,Decision Tree/PP/Under sampling/exclude_numerics;min_df = 12,Decision Tree,1,1,Anomaly_Flight Deck / Cabin / Aircraft Event,precision,-0.36293320812725877,112
180,BoW Unsupervised feature selection,DecisionTreeClassifier/PP/Std sampling/exclude_numbers; min_df = 100,DecisionTreeClassifier,1,0,Anomaly_Flight Deck / Cabin / Aircraft Event,precision,-0.015871357917661144,168
256,BoW Unsupervised feature selection,DecisionTreeClassifier/PP/Std sampling/exclude_numbers; min_df = 1600,DecisionTreeClassifier,1,0,Anomaly_Flight Deck / Cabin / Aircraft Event,precision,-0.07333334277809023,224
292,BoW Unsupervised feature selection,RandomForestClassifier/PP/Std sampling/exclude_numbers; min_df = 12,RandomForestClassifier,1,0,Anomaly_Flight Deck / Cabin / Aircraft Event,precision,0.16104336358084625,280
368,BoW Unsupervised feature selection,Random Forest/PP/Under sampling/exclude_numerics;min_df = 12,Random Forest,1,1,Anomaly_Flight Deck / Cabin / Aircraft Event,precision,-0.35087954316957487,336
404,BoW Unsupervised feature selection,RandomForestClassifier/PP/Std sampling/exclude_numbers; min_df = 100,RandomForestClassifier,1,0,Anomaly_Flight Deck / Cabin / Aircraft Event,precision,0.1571164933918685,392
460,BoW Unsupervised feature selection,RandomForestClassifier/PP/Std sampling/exclude_numbers; min_df = 1600,RandomForestClassifier,1,0,Anomaly_Flight Deck / Cabin / Aircraft Event,precision,0.15179437662897322,448
536,BoW Unsupervised feature selection,naive bayes_countvectorizer_vocab_size:500_PP,naive bayes,1,0,Anomaly_Flight Deck / Cabin / Aircraft Event,precision,-0.4248517967065621,504
592,BoW Unsupervised feature selection,naive bayes_countvectorizer_vocab_size:1000_PP,naive bayes,1,0,Anomaly_Flight Deck / Cabin / Aircraft Event,precision,-0.39732007195069385,560
648,BoW Unsupervised feature selection,naive bayes_countvectorizer_vocab_size:3000_PP,naive bayes,1,0,Anomaly_Flight Deck / Cabin / Aircraft Event,precision,-0.37189693658238926,616
704,BoW Unsupervised feature selection,naive bayes_tfidfvectorizer_vocab_size:500_PP,naive bayes,1,0,Anomaly_Flight Deck / Cabin / Aircraft Event,precision,0.11662364475023723,672
760,BoW Unsupervised feature selection,naive bayes_tfidfvectorizer_vocab_size:1000_PP,naive bayes,1,0,Anomaly_Flight Deck / Cabin / Aircraft Event,precision,0.08784466751876008,728
796,BoW Unsupervised feature selection,naive bayes_tfidfvectorizer_vocab_size:3000_PP,naive bayes,1,0,Anomaly_Flight Deck / Cabin / Aircraft Event,precision,0.04726386280627837,784
96,BoW Unsupervised feature selection,DecisionTreeClassifier/PP/Std sampling/exclude_numbers; min_df = 12,DecisionTreeClassifier,1,0,Anomaly_Ground Incursion,precision,0.014642613314201802,56
148,BoW Unsupervised feature selection,Decision Tree/PP/Under sampling/exclude_numerics;min_df = 12,Decision Tree,1,1,Anomaly_Ground Incursion,precision,-0.3305948114664532,112
208,BoW Unsupervised feature selection,DecisionTreeClassifier/PP/Std sampling/exclude_numbers; min_df = 100,DecisionTreeClassifier,1,0,Anomaly_Ground Incursion,precision,-0.007679786584676607,168
260,BoW Unsupervised feature selection,DecisionTreeClassifier/PP/Std sampling/exclude_numbers; min_df = 1600,DecisionTreeClassifier,1,0,Anomaly_Ground Incursion,precision,-0.03273616512437105,224
320,BoW Unsupervised feature selection,RandomForestClassifier/PP/Std sampling/exclude_numbers; min_df = 12,RandomForestClassifier,1,0,Anomaly_Ground Incursion,precision,0.2391506584511297,280
372,BoW Unsupervised feature selection,Random Forest/PP/Under sampling/exclude_numerics;min_df = 12,Random Forest,1,1,Anomaly_Ground Incursion,precision,-0.21075275539915322,336
432,BoW Unsupervised feature selection,RandomForestClassifier/PP/Std sampling/exclude_numbers; min_df = 100,RandomForestClassifier,1,0,Anomaly_Ground Incursion,precision,0.2419086531446082,392
488,BoW Unsupervised feature selection,RandomForestClassifier/PP/Std sampling/exclude_numbers; min_df = 1600,RandomForestClassifier,1,0,Anomaly_Ground Incursion,precision,0.21388789341653147,448
540,BoW Unsupervised feature selection,naive bayes_countvectorizer_vocab_size:500_PP,naive bayes,1,0,Anomaly_Ground Incursion,precision,-0.1989944804190758,504
596,BoW Unsupervised feature selection,naive bayes_countvectorizer_vocab_size:1000_PP,naive bayes,1,0,Anomaly_Ground Incursion,precision,-0.2039421062654732,560
652,BoW Unsupervised feature selection,naive bayes_countvectorizer_vocab_size:3000_PP,naive bayes,1,0,Anomaly_Ground Incursion,precision,-0.2032106594977875,616
708,BoW Unsupervised feature selection,naive bayes_tfidfvectorizer_vocab_size:500_PP,naive bayes,1,0,Anomaly_Ground Incursion,precision,0.157626426682287,672
764,BoW Unsupervised feature selection,naive bayes_tfidfvectorizer_vocab_size:1000_PP,naive bayes,1,0,Anomaly_Ground Incursion,precision,0.14041947565543078,728
824,BoW Unsupervised feature selection,naive bayes_tfidfvectorizer_vocab_size:3000_PP,naive bayes,1,0,Anomaly_Ground Incursion,precision,0.11486573099109232,784
60,BoW Unsupervised feature selection,DecisionTreeClassifier/PP/Std sampling/exclude_numbers; min_df = 12,DecisionTreeClassifier,1,0,Anomaly_Airspace Violation,precision,-0.0014142998572842513,56
152,BoW Unsupervised feature selection,Decision Tree/PP/Under sampling/exclude_numerics;min_df = 12,Decision Tree,1,1,Anomaly_Airspace Violation,precision,-0.38725655486427457,112
172,BoW Unsupervised feature selection,DecisionTreeClassifier/PP/Std sampling/exclude_numbers; min_df = 100,DecisionTreeClassifier,1,0,Anomaly_Airspace Violation,precision,-0.015204588202645586,168
264,BoW Unsupervised feature selection,DecisionTreeClassifier/PP/Std sampling/exclude_numbers; min_df = 1600,DecisionTreeClassifier,1,0,Anomaly_Airspace Violation,precision,-0.1445592534743081,224
284,BoW Unsupervised feature selection,RandomForestClassifier/PP/Std sampling/exclude_numbers; min_df = 12,RandomForestClassifier,1,0,Anomaly_Airspace Violation,precision,0.29004381274364377,280
376,BoW Unsupervised feature selection,Random Forest/PP/Under sampling/exclude_numerics;min_df = 12,Random Forest,1,1,Anomaly_Airspace Violation,precision,-0.36097961472225554,336
396,BoW Unsupervised feature selection,RandomForestClassifier/PP/Std sampling/exclude_numbers; min_df = 100,RandomForestClassifier,1,0,Anomaly_Airspace Violation,precision,0.30246347576257726,392
452,BoW Unsupervised feature selection,RandomForestClassifier/PP/Std sampling/exclude_numbers; min_df = 1600,RandomForestClassifier,1,0,Anomaly_Airspace Violation,precision,0.31384832085402925,448
544,BoW Unsupervised feature selection,naive bayes_countvectorizer_vocab_size:500_PP,naive bayes,1,0,Anomaly_Airspace Violation,precision,-0.40646126489979895,504
600,BoW Unsupervised feature selection,naive bayes_countvectorizer_vocab_size:1000_PP,naive bayes,1,0,Anomaly_Airspace Violation,precision,-0.4028822012604842,560
656,BoW Unsupervised feature selection,naive bayes_countvectorizer_vocab_size:3000_PP,naive bayes,1,0,Anomaly_Airspace Violation,precision,-0.40043401525588307,616
712,BoW Unsupervised feature selection,naive bayes_tfidfvectorizer_vocab_size:500_PP,naive bayes,1,0,Anomaly_Airspace Violation,precision,0.22395470383275262,672
768,BoW Unsupervised feature selection,naive bayes_tfidfvectorizer_vocab_size:1000_PP,naive bayes,1,0,Anomaly_Airspace Violation,precision,0.19674882147981154,728
788,BoW Unsupervised feature selection,naive bayes_tfidfvectorizer_vocab_size:3000_PP,naive bayes,1,0,Anomaly_Airspace Violation,precision,0.10562137049941933,784
80,BoW Unsupervised feature selection,DecisionTreeClassifier/PP/Std sampling/exclude_numbers; min_df = 12,DecisionTreeClassifier,1,0,Anomaly_Deviation - Speed,precision,0.007550860719874819,56
156,BoW Unsupervised feature selection,Decision Tree/PP/Under sampling/exclude_numerics;min_df = 12,Decision Tree,1,1,Anomaly_Deviation - Speed,precision,-0.2915134836664173,112
192,BoW Unsupervised feature selection,DecisionTreeClassifier/PP/Std sampling/exclude_numbers; min_df = 100,DecisionTreeClassifier,1,0,Anomaly_Deviation - Speed,precision,-0.027335129586861684,168
268,BoW Unsupervised feature selection,DecisionTreeClassifier/PP/Std sampling/exclude_numbers; min_df = 1600,DecisionTreeClassifier,1,0,Anomaly_Deviation - Speed,precision,-0.11682064547918208,224
304,BoW Unsupervised feature selection,RandomForestClassifier/PP/Std sampling/exclude_numbers; min_df = 12,RandomForestClassifier,1,0,Anomaly_Deviation - Speed,precision,0.5638888888888889,280
380,BoW Unsupervised feature selection,Random Forest/PP/Under sampling/exclude_numerics;min_df = 12,Random Forest,1,1,Anomaly_Deviation - Speed,precision,-0.2821193155920199,336
416,BoW Unsupervised feature selection,RandomForestClassifier/PP/Std sampling/exclude_numbers; min_df = 100,RandomForestClassifier,1,0,Anomaly_Deviation - Speed,precision,0.06388888888888888,392
